PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Lindner, Rachel; Mendez Garcia, Maria del Carmen					Mendez Garcia, Maria del Carmen/0000-0001-9414-2699			The Autobiography of Intercultural Encounters through Visual Media: exploring images of others in telecollaboration								LANGUAGE CULTURE AND CURRICULUM				27	3			226	243		10.1080/07908318.2014.977910					SEP 2 2014	2014	Positioned against the background of the Council of Europe's interest in developing intercultural competence through education, the study presented in this paper investigates the impact on intercultural visual literacy of the Council of Europe's Images of Others - An Autobiography of Intercultural Encounters through Visual Media (AIEVM). In our study, the AIEVM was used within the context of an online intercultural exchange between pre-service language teachers. Findings indicate increased intercultural awareness as students at universities in Germany and Spain engaged with the visually 'mediated other' through working systematically with the AIEVM. Multiperspectivity and critical cultural awareness in particular were shown to be enhanced through discussing 'images of others' in culturally diverse tandem teams.									2	0	0	0	0	2			0790-8318	1747-7573		WOS:000345132800002		
J	Cerkez, Beatriz Tomsic								Perceptual Literacy and the Construction of Significant Meanings within Art Education								INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION				33	2			272	285		10.1111/j.1476-8070.2014.01770.x					JUN 2014	2014	In order to verify how important the ability to process visual images and sounds in a holistic way can be, we developed an experiment based on the production and reception of an art work that was conceived as a multi-sensorial experience and implied a complex understanding of visual and auditory information. We departed from the idea that to foster processes that encourage constructions of significant meanings it is necessary to abandon vision/audio-centric notions of objecthood and offer a general definition of the perceptual object.The test was realised between the participants after modifying the performance conditions: some could not see the visuals, some could not hear the sound and others could appreciate the performance as a whole. Considering the results, we could infer that only the possibility to 'read' the performance as a whole encouraged construction of significant meanings. It would be possible to upgrade the approach, turning visual literacy into perceptual literacy, to contextualise artistic production that stimulates hybrid sensitive experiences. The education of critical perceivers should also enable transformations in responses to different stimuli. This is important if we consider the individuality of each student, his or her needs, affinities, cultural background, gender and so on.									0	0	0	0	0	0			1476-8062	1476-8070		WOS:000340070900009		
J	White, John Wesley; Hungerford-Kresser, Holly								Character Journaling Through Social Networks								JOURNAL OF ADOLESCENT & ADULT LITERACY				57	8			642	654		10.1002/jaal.306					MAY 2014	2014	Countering reactionary attempts to ban social media from schools is a strong research based rationale for bringing social media into the literacy classroom. When used as a medium to explore literatureor more specifically for interactive character journalingthis medium exemplifies how meaning is created by individuals' interactions with texts, by the prior knowledge they bring to their reading, and by the negotiation of meaning by participants in this digital third space. Used this way, social media can scaffold reading, promote critical discussions about texts, prompt basic sociohistorical research, and engage students in examining discourse, and provide an authentic venue for students to practice code-switching. This study highlights that social media is anything but an educational distraction; rather, when used appropriately it can serve as an engaging and interactive foray into socially-mediated literacy and constructivist learning.									4	0	0	0	0	4			1081-3004	1936-2706		WOS:000335063400006		
J	Reis, Ricardo								Um olhar sobre o papel das tecnologias da visão na construção de noções e práticas de literacia visual entre os jovens	Un regard sur le rôle des technologies de la vision dans la construction de notions et de pratiques de littératie visuelle parmi les jeunes	A glance at the role of vision technologies in the construction of notions and practices of visual literacy among young people	Una mirada sobre el papel de las tecnologías de la visión en la construcción de las nociones y prácticas de los alfabetismos visuales entre los jóvenes					Revista Lusófona de Educação				0	26			83	102							2014-03	2014	This article is the result of a current research on “the role of school in the development and social highlighting of visual literacy” and is also a first analysis of the evidences collected. The methodology is based on the use of visual research methods and interpretation of the collected evidences, as well as on documental analysis of programs, curricula and educational projects. This article focuses on research procedures with youngsters from two Portuguese public schools. The advent of new technologies and the impact that they have in our lives led to a reassessment of the concept of literacy, leading to the acknowledgement of multiliteracies or new literacies. The notions, practices and strategies shown by the youngsters are analyzed and categorized in a straight relation between shared images and the discourses that made sense during the work sessions, and they are framed in six categories that correspond to six images sets. I intend to give clues to clarify the processes of analysis, interpretation, reinterpretation, appropriation, evaluation, and also creation, made by the young people during this research. I don`t intend to present conclusions but instead to suggest clues to reflection about which are the notions and practices in the visual literacy field that pass through young people discourses.	Este artículo es el resultado de una investigación en curso sobre “el papel de la escuela en el desarrollo y reconocimiento social de los alfabetismos visuales”, centrándose en los procedimientos de investigación con jóvenes y en una primera interpretación de las evidencias recogidas. En este proyecto de investigación se solicitó la colaboración de jóvenes y maestros para que los discursos y las prácticas relacionadas con el alfabetismo visual se hagan visibles en el proceso. Los resultados que se presentan son preliminares y contingentes. Compartirlos ahora tiene como objetivo permitir la discusión sobre la metodología, el análisis y la interpretación de las evidencias recogidas y presentadas. A continuación se presenta de modo sucinto el proyecto de investigación, en particular los procedimientos de investigación con los jóvenes. El análisis y la interpretación de las evidencias se enmarcan teóricamente para discutir las nociones de alfabetismo visual y las prácticas en la escuela, así como el papel de las tecnologías en la construcción de la mirada. Los conceptos, las prácticas y estrategias evidenciadas por los jóvenes son analizados y clasificados, en una estrecha relación entre las imágenes compartidas y los discursos que le dieron sentido durante las sesiones de trabajo, siendo enmarcadas en seis categorías que corresponden a seis conjuntos de imágenes.	Este texto resulta de uma investigação em curso sobre “o papel da escola no desenvolvimento e valorização social da literacia visual” e centra-se nos procedimentos de investigação com jovens já realizados e numa primeira interpretação das evidências recolhidas. Neste projeto de investigação foi pedida a participação de jovens e professores no sentido de visibilizar os discursos e práticas relacionados com a literacia visual. Os resultados apresentados são preliminares e contingentes. Partilhá-los, neste momento, tem como objetivo possibilitar a discussão sobre a metodologia, a análise e interpretação das evidências recolhidas. Apresenta-se sucintamente o projeto de investigação e, em particular, os procedimentos de investigação com jovens. A análise e interpretação das evidências são enquadradas teoricamente, discutindo as noções de literacia visual e as suas práticas na escola, bem como o papel das tecnologias da visão na construção do olhar. As noções, práticas e estratégias evidenciadas pelos jovens são analisadas e categorizadas, numa relação estreita entre as imagens partilhadas e os discursos que lhe deram sentido no decorrer das sessões de trabalho, sendo os conjuntos de imagens enquadrados em seis categorias.	Cet article est le résultat d’une recherche en cours sur «le rôle de l’école dans le développement et la reconnaissance sociale de la littératie visuelle», en se concentrant sur les procédures de recherche avec des jeunes et sur une première interprétation des données reprises. Dans ce projet de recherche on a sollicité la collaboration de jeunes et de enseignants pour rendre visibles les discours et les pratiques relatives à la littératie visuelle. Les résultats présentés sont préliminaires et contingents. Les partager maintenant a pour objectif de permettre la discussion sur la méthodologie, l’analyse et l’interprétation des données obtenues et présentées. Ensuite on présente d’une manière succincte le projet de recherche, en particulier les procédures de recherche avec les jeunes. L’analyse et l’interprétation des évidences sont théoriquement encadrées pour discuter les notions d’alphabétisation visuelle et les pratiques dans l’école, ainsi que le rôle des technologies dans la construction du regard. Les concepts, les pratiques et les stratégies mises en évidence par les jeunes sont analysées et classées, dans une relation étroite entre les images partagées et les discours qui leur ont donné un sens durant les séances de travail, en étant encadrés dans six catégories qui correspondent à six ensembles d’images.						0	0	0	0	0	0			1645-7250			SCIELO:S1645-72502014000100007		
J	Chase, Maggie; Son, Eun Hye; Steiner, Stan								Sequencing and Graphic Novels With Primary-Grade Students								READING TEACHER				67	6			435	443		10.1002/trtr.1242					MAR 2014	2014	The authors discuss the burgeoning number of graphic novels being published for young readers (approximately PK-3) and suggest a new term for identifying this format and audience: primary graphic novels (PGNs), for primary level students. They go on to describe a series of lessons they conducted with a class of 1st and 2nd graders to capitalize on the children's curiosity for and interest in the graphic novel format in which sequencing was the primary skill addressed.									6	0	0	0	0	6			0034-0561	1936-2714		WOS:000332094800005		
J	Linnap, Peeter					Linnap, Peeter/0000-0001-7734-749X			Visualizing Estonia								SOCIETY				51	1			40	43		10.1007/s12115-013-9736-z					FEB 2014	2014	The concept of "Estonia" is constituted in different sign systems. Each such sign system models and communicates various aspects of "Estonia", adding simultaneously its medium specific signs to the concept. The dominating visual representations circulating internationally about Estonia are photo albums, postcards, films, web pages and other iconic items. Photo albums in particular are constituted by the orthoscopic parameters of painting and the innocent notion of 'picturesque'. In Estonia these albums present hardly anything else than architecture and weirdly empty environment. The reason for this might be a long-term impact of ideology of the past that still tends to constitute an idealist kaleidoscopic overview of the country with no social dimension and its problems as a part of it. The modest level of visual literacy is obviously another reason of the endencies of representation that we observe in this research. The scenes offered in the visual fa double dagger ade menu mostly come from the past that refersto the vitality of the "national" model of culture in Estonia. Hence we haveCorrection Form file:///C:/Workdir/PROG/recfolder/111113/STY39736/Correction for So... 1 of 2 11/11/2013 3:39 PM the concept of a city/state as first of all an open-air museum. The status of "visual Estonia" would be more interesting with inclusion of first: heterotopic environment in the visual representations; second: shifing the "orthoscopic parametres" of representations; and third: diversifying scopic positions.									0	0	0	0	0	0			0147-2011	1936-4725		WOS:000329373200007		
J	Kang, Inae; 이재경; 김미수								Improving Visual Literacy through Data Visualization- based Art Class: A Case Study of High School			데이터 시각화(data visualization)를 활용한 미술수업에서의 시각적 문해력 증진: 고등학교 사례연구					ART EDUCATION REVIEW	조형교육			49				1	28							2014	2014	The advantage of digital age including diverse digital technologies, SNS,cloud service is characterized by increasing data deluge and complexity, whichrequires many efforts in seeking the relations between and among the results ofdata analyses and queries. According to the social needs, on one hand, datavisualization began to gain more attention for the purpose of communicatinginformation clearly and effectively through graphical means which stimulate viewerengagement and interest. visual literacy, on the other hand, is also emerging as animportant literacy, which indicates the ability to interpret, negotiate, criticize, andmasocke meaning from information presented in the form of an image.This study, in this context, aimed to examine the relationship between datavisualization and , visual literacy in other word, to analyze how students’ visualliteracy competency has been affected by their experience with data visualizationin their art classes. For this purpose, this study conducted a case study of artclasses in which 180 high school 1st graders participated in experiencing datavisualization tool (Tagxedo) in creating their art works for 3weeks (4 classes). Theresults were analyzed by data collected from mind-maps before and after classes,interviews, reflective journals, and their art works and interpretation and showedpositive improvement and changes of visual literacy of the participant students. Inconclusion, this study showed data visualization is closely related with and providepositive affects to the competency of visual literacy required as an importantliteracy in the digital age.									0	0	0	0	0	0			1225-4177			KJD:ART001850383		
J	박유신								Animation Education as VCAE in the Digital Age			시각문화교육과 디지털 미디어 시대의 애니메이션 교육의 방향					Cartoon & Animation Studies	만화애니메이션연구			35				29	65		10.7230/KOSCAS.2014.35.029					2014	2014	Visual culture art education (VCAE) seems to be the new paradigm for art education after postmodernism. Getting beyond the traditional art education, VCAE has expanded its scope of interest to include the visual environment that surrounds our life, thus pushing the boundary of art education beyond the traditional fine arts to cover pop culture and visual art. VCAE shares the issues as well as a lot of elements of culture and art education and in fact serves as a major theoretic background for culture and art education, in that it pays attention to the sociocultural context of images and emphasizes visual literacy and constructionist learning.In this paper, I have reviewed the theoretical background and related issues of VCAE with a view to presenting a direction for animation education, which is gaining in importance coming into the Age of Digital Media. VCAE was born in the progressive cultural atmosphere from the 1970s and thereafter, and its gist consists in figuring out visual artifacts and their action in order to improve individual and social life. Yet, VCAE continues with its development according to the changing aspects of visual culture, and currently, it is expanding its scope of interest to cover the esthetic, experiential education in visual culture and construction of meaning through digital story-telling. In the visual environment of the Digital Age, animation is establishing itself as the center of the visual culture, being a form that goes beyond an art genre or technology to realize images throughout the visual culture. Also, VCAE, which has so far emphasized visual communication and critical reading of culture, would need to reflect the new aspects of the visual culture in digital animation across the entire gamut from experiencing to understanding and appreciating art education. In this paper, I emphasize on Cross-Curricula, social reconstruction, the expansion of animation education, interests in animation as a digital media, and animation literacy. A study of animation education from the perspective of VCAE will not only provide a theoretical basis for establishing animation education, but also enrich the content of VCAE, traditionally focused on critical text reading, and promote its contemporary and futuristic orientation.				시각문화교육은 포스트 모더니즘 이후, 미술교육의 새로운 패러다임이라고 볼 수 있다. 시각문화교육은 전통적인 미술교육에서 우리 주변을 둘러싸고 있는 시각 환경으로 그 관심의 폭을 확대하였으며, 전통적인 순수예술에서 대중문화 및 영상예술 등으로 미술교육의 관심을 폭넓게 확장해 왔다. 시각문화교육은 이미지를 둘러싼 사회문화적 맥락에 주목하고, 비주얼 리터러시 능력을 강조하며 구성주의적인 학습을 강조한다는 면에서 문화예술교육의 이슈와 많은 부분을 공유하고 있으며, 실제로 문화예술교육의 주요한 이론적 배경이기도 하다.이 글에서는 디지털 미디어 시대와 더불어 중요성을 더해가고 있는 애니메이션 교육의 방향성을 제시하기 위해, 시각문화교육의 이론적 배경 및 이슈를 살펴보고, 이와 관련하여 애니메이션 교육의 방향을 제시하였다. 시각문화교육은 1970년대 이후의 진보적인 문화적 배경 아래에서 탄생하였으며, 그 요지는 개인적이고 사회적인 삶의 개선을 위해 시각적 인공물과 그 행위의 의미를 파악하는 것이다. 그러나 시각문화교육은 시각문화 양상의 변화에 따라 지속적으로 발전 중이며, 현재에는 시각문화에서의 미적 체험교육이나, 디지털 스토리텔링을 통한 의미 구성등으로 그 관심을 확장하는 중이다. 디지털 미디어 시대의 시각환경에서 애니메이션은 시각문화의 중심에 자리잡고 있으며, 애니메이션은 하나의 예술장르, 혹은 테크놀러지를 넘어 시각문화 전반에 걸쳐 이미지가 구현되는 형식이기도 하다. 그간 시각적 의사소통 및 비판적 문화 읽기 등을 강조해 온 시각문화교육 또한 미술교육의 체험에서 이해, 감상에 이르기까지 전 영역에 있어서 디지털-애니메이션 시각문화의 새로운 양상을 반영할 필요가 있을 것이다. 이 글에서는 애니메이션 교육 영역의 확장, 범교과적 접근, 사회재건주의적 교육철학, 애니메이션 리터러시 등을 강조하였다. 시각문화교육적 관점에 기초한 애니메이션 교육의 연구는 애니메이션 교육의 정립에 이론적 토대가 될 뿐 아니라 전통적인 비판적으로 텍스트 읽기 중심의 시각문화교육을 내용적으로 풍부하고 동시대적이고 미래적인 방향성에 도움을 줄 수 있을 것이다.					0	0	0	0	0	0			1738-009X			KJD:ART001889449		
J	안인기								Visual Culture Education after the Discourses of Visual Literacy			시각적 문해력 이후의 시각문화교육					Journal of Research in Art Education	미술과 교육			15	1			55	74							2014	2014	In this paper, I want to show the limit and the potential these lie hidden in the theory and practice of the visual culture education(VCE). Visual culture education or visual culture art education appear on the art educational stage tp adopt the age after visual turn. It was the major discourses to improve the abilities through the concept of visual literacy, critical thinking, and empowerment to learners. Despite the positive contribution for the field of contemporary art education, I doubt the VCE discours for it's limits. It's not enough to confirm the threat of visual image and to make change the latent of image world. For looking into my topic, I took a tracing the emerging stage of VCE with the articles of Duncum who was one of the leading scholar in this field. Through re-reading texts, I can find the inherent weakness of theory of VCE in general. Furthermore, according to Deleuze and Guattari, I inquire into the system of the VCE theories. It's for the other possibilities for VCE in the gaze of outsiders. This allows the line of flight from the stratum of VCE that follow the regime of representation and Identity politics. Alone Deleuze and Guattari, VCE can reach the plane of difference and becoming, another the virtual.				본 논문은 시각문화교육의 이론과 실천에 잠재하는 어떠한 한계를 해소하기 위한 한 연구이다. 이미지 시대에 대한 미술교육의 대응으로 부상하여 많은 관심을 모은 시각문화교육은 학습자에게 비판적 사고와 역량강화라는 가능성을 제공하려던 담론이었다. 이 연구에서는 시각문화교육의 긍정적인 기여에도 불구하고 문해력, 비판성과 연관된 담론과 교육 실천들이 현실의 시각문화가 지닌 잠재적 가능성과 위협을 생산적으로 간파하고 의제화 하는데 성공적이지 않다는 인식을 바탕으로 한다. 이를 검토하기 위해 시각문화교육의 논리가 구상되던 초기 국면을 던컴의 논의를 통해 살펴본다. 이는 시각문화교육의 이론 안에 보편적으로 내재된 약점의 원인을 찾고자 하는 이유에서이다. 나아가 들뢰즈와 과타리의 사유를 빌어 시각문화교육을 논리를 검토해 본다. 이 점은 시각문화교육의 이론 외부에서 그것의 다른 가능성을 구성하기 위한 시도이다. 이를 통해 시각문화교육이 전제하는 재현 체계와 동일성의 정치학을 벗어나 차이와 생성의 체계로 변화하는 가능성을 타진한다.					0	0	0	0	0	0			1229-747X			KJD:ART001848477		
J	백윤소								Research on Visual Literacy Education Method through Popular Culture			대중문화를 통한 시각적 문해력 교수법 연구					Journal of Research in Art Education	미술과 교육			15	1			95	112							2014	2014	Nowadays, popular culture is developed by high technology and science, this is continually made and consumed by public. Modern people are exposed to popular culture images very long time because popular culture which are movie, graphic, advertisement is likely to be offered and spent in anywhere. The enjoyments provided by popular culture images could not ignore, these could be especially attractive for young children. Thus, it is necessary to have visual literacy education because they tend to accept visual images provided popular culture without critic. Therefore, in this study, I suggest my pedagogy of visual literacy education based on Paulo Freire’s pedagogy of literacy. Firstly, I gave art lesson my 6th grade students with the movie 《Iron Man 3》 using my pedagogy for visual literacy. The end of the lesson, my students realized the involved meaning and could read and write the visual images from that movie. Secondly, preliminary teacher study using my pedagogy is included with the Lotto advertisement in this essay but that could not be applied to students. However, it is meaningful to teach students using that case. Because that advertisement includes overflowing mammonism, students need to learn the right values and critical thinking about materials. Using advertisements is so effective to teach the visual literacy that there are a lots of studies about that. So I, lastly, hope extensive utilization of popular culture (e.g. movie, soap opera, music video) for the visual literacy.				현대사회는 과학과 첨단 기술의 발달로 인해 대중문화가 폭발적으로 성장하고 확산되었다. 대중문화는 대중매체와 대중들에 의해 수없이 만들어지고 소비된다. 현대의 대중문화는 영상 매체들을 통해 제공되고 소비되는 경우가 많기 때문에 현대인들은 대중문화 이미지에 많은 시간동안 노출된다. 그러나 대중문화는 시장 논리에 의해 좌지우지되고 대중문화 이미지가 제공하는 즐거움의 요소들이 치명적인 매력을 가지고 있다. 이에 따라 학생들은 대중문화와 대중문화 이미지를 비평적인 시각에서 수용할 필요가 있다. 따라서 대중문화를 무비판적으로 수용하는 경향이 있는 초등학생들에게 시각 이미지를 문화 속에서 읽고 쓰는 능력 신장을 위한 시각적 문해력 교육이 필수가결하다. 이와 같은 문제 인식과 함께 대중문화를 통한 시각적 문해력 교수법 연구를 위해 흥행한 영화를 소재로 삼아 초등학교 6학년 학생들을 대상으로 현장 연구를 시행하였다. 이 연구에서는 광고를 소재로 삼은 예비교사의 시각적 문해력 교수법 연구에 대해서도 함께 살펴보고자 한다. 결과적으로 현장연구를 통해 초등학생들은 자신이 영화를 그저 재미로만 보고 비판적인 시각으로 살펴보지 못했다는 점을 인식하였으며, 예비 교사의 연구를 통해 광고를 통한 교수법 연구의 효율성과 중요성을 인식하게 되었다.					0	0	0	0	0	0			1229-747X			KJD:ART001848483		
J	Shin, HyunKyoung								The Meaning of ‘Vitality’ Reflected in Face Lines of Sun God and Moon Goddess at Jip-an Koguryo No. 4 Tomb's Mural Paintings			高句麗壁畵 五盔墳 四號墓 벽화 日月神 얼굴의 형태선에 드러나는 생명성의 의미					Korean Aesthetics	민족미학			13	2			149	182							2014	2014	The paper deduces the concept of 'vitality' from the lively outline of the faces of Haesin (Sun God) and Dalsin (Moon Goddess) on Koguryo Tumulus Murals focusing on No.4 tomb of No.5 cemetery. Vitality means the energy that an artist transfers to their picture which was initially inorganic, transforming it to organic. I attempt to find that the grounds contained in the outline of the mural painting, at the very moment when the artist creates a work, which is a transference process of unity among the nature/universe, the body and mind of the human, and material and basis. Vitality comes alive when an artist works with the right-brain centered cognition. This vitality goes beyond human-centered division.In this paper, I will attempt to confirm the meanings mentioned above. First, injecting life into a picture of material is a work to prove Koguryo artists' monistic world view. Second, in the working process, an artist understands the world with their right brain function and combines the energy of the universe/nature, the mind and body of humans, and materials. It is an overall unity of combining two worlds divided by a human's left-brain centered view beyond time and space. Third, it helps people to communicate as human to human; an artist's right hemisphere of brain centered recognition and painting are combined with the viewer's right hemisphere of brain centered consciousness which shares its symbolic feature in a monistic perspective. Then, the viewer's understanding represents the meaning in the outlines of the artist's visual world, and, through the process, the human body and mind become re-united. Last, the characteristics of liveliness are delivered not only through its actual mural image but also through its duplication. It can be understood that vitality born from an image is passed on to everywhere.This study takes the whole approach; focusing on an artist's working process, concentrating on the writer's visual literacy (ability of seeing and using images), comparing with other works, re-painting the pictures of the Sun God and Moon Goddess in order to have a deeper visual sense, and introducing the adjacent humanities concepts. In particular, “seeing” with right-brain centered visual recognition comes with intuitive and emotional actions. Based on this concept, the reseacher approached her study with visual literacy which is a way of seeing things based on the connection of body and mind as a artist/researcher/teacher(A/R/Tography).				본고는 高句麗壁畵 五盔墳 4號墓 벽화인 해신 달신의 얼굴에서 전달되는 살아있는 느낌을 형태 선을 중심으로 찾아 ‘생명성’으로 개념화하고 그 의미를 찾았다. 그림의 생명성은 고구려 화공/작가가 작업하는 과정에 그의 기가 우주를 아우르며 자연/우주와 인간의 몸과 마음이 물질인 재료와 합일되면서 살아있는 창조물로 잉태된 것을 의미한다. 이러한 생명의 회화화 과정은 직관과 감성을 담당하는 우뇌의 작용으로서, 화공이 우뇌를 활용하여 그림을 그리는 순간에 통관적 기능이 작용하였기 때문이라고 보고 있다. 화공의 이러한 지각 방식은 개념적 지각이 아닌 관계적 지각으로 대상을 바라보는 시각이다. 그리고 가시 세계를 나타내는 형태선의 생명성 뿐만이 아니라 형태선이 내포하고 있는 상징적 의미를 전달하며 가시 세계와 비가시 세계를 연결한다. 이러한 그림의 생명성과 상징성은 화공의 일원론적 세계관을 반영한다. 해신 달신 얼굴을 보고 살아있는 사람처럼 만나게 되는 관객의 체험 또한 일원론적 세계관 안에서 고대인들의 문화적 인식을 공유하면서 우뇌의 통관적 기능이 작동하는 순간이 된다. 그림/물질을 통하여 시공간을 초월하면서 인간/화공 대 인간/관객의 소통이 이루어지는 작용인 것이다. 이는 마술과 같이 무기체인 그림은 살아있는 유기체로 변화하여 총체적으로 관객에게도 전달되는 작용으로서 현대의 지각 방식이라 할 수 있는 이성적 논리와 문자적 사고를 담당하는 좌뇌의 개념적 인식으로는 제대로 이해할 수가 없다. 그래서 우뇌의 관계적 지각 방식을 심층적으로 접근하기 위해 몸과 마음으로 보고 느끼는 비주얼 리터러시(Visual Literacy, 이미지를 보고 활용하는 능력)라는 개념으로 초석을 세우고자 하였다. 이를 위하여 작가의 제작 과정에 주목하면서 작가이자 연구자이며 교육자(Artist/Researcher/Teacher, A/R/Tography)로서의 본인의 정체성을 적극적으로 활용하여 근접 인문학의 연구와 개념들과 병행하여 통합적으로 접근하였다.					0	0	0	0	0	0			2233-9981			KJD:ART001950457		
J	김해경								A Study on the Way to Improve Pre-service Teachers’ Visual Literacy through an Activity Analyzing a Soap Opera			드라마 분석을 통한 예비 초등 교사들의 시각적 문해력 향상 방안 연구					Korean Journal of Culture and Arts Education Studies	문화예술교육연구			9	6			93	112							2014	2014	The visual images that the moderns are confronted continually in daily life are different from diverse aspects of the visual images that were included in the existing art education field. When we accept visual images produced in modern society without question, we cannot avoid internalization of commercial intent, prejudices and fixed ideas about culture, race, gender, etc in the visual images. In order to analyze and interpret of the visual images in modern society, a new approach is needed different from appreciating and criticizing artworks. Visual culture is included in art curriculum since 2007 Revision of National Art Education Curriculum. The purpose of this research is to strengthen visual culture art education in elementary education by studying pre-service teachers’ visual literacy who will educate elementary school students to analyze and interpret visual images and search the way to improve pre-service teachers’ visual literacy. To achieve this research goal, I asked pre-service teachers to analyze and interpret a heroine’s character of a soap opera based on visual images. The collected data was separated into denotation and connotation: the part describing visual elements were categorized as denotation, the part interpreting the meaning contained in visual elements were categorized as connotation. Then, I focused on analyzing which visual elements were used to interpret visual images. I found some pre-service teachers did not analyze visual images rather that simply described visual images or wrote about a heroine’s character. And most pre-service teachers’ used only visual elements that convey meanings in a direct way and did not used visual elements that convey meanings in a metaphorical and subtle way.				현대인들이 생활 속에서 끊임없이 접하게 되는 시각 이미지들은 기존의 미술교육에서 다루어 오던 이미지들과 제작 의도부터 다르다. 현대의 시각 이미지들을 무비판적으로 수용하게 되면 그 안에 담겨 있는 상업적 의도나 문화, 성 등에 대한 편견들을 그대로 내면화하게 될 위험이 있다. 이러한 시각 이미지들을 올바르게 분석하고 해석하기 위해서는 기존의 미술교육에서 미술품을 감상하고 비평할 때 사용해왔던 관점과는 다른 관점이 필요하다. 2007 개정 미술과 교육과정부터 시각문화는 미술과 교육과정의 일부가 되어 초등학교에서 교육되고 있다. 현대의 시각 이미지들을 분석하고 해석하는 것을 지도해야 할 예비 초등 교사들의 시각적 문해력에 대해 연구하여 그들의 시각적 문해력 향상 방안을 모색함으로써 초등 교육에서의 시각문화 미술교육을 강화하고자 하였다. 예비 초등 교사들이 시각 이미지를 어떻게 해석하는지 알아보기 위하여 시각 이미지에 기초하여 TV 드라마 속 여자 주인공의 캐릭터를 분석하도록 하였다. 수집된 분석문은 시각적 요소 묘사 부분을 외연으로, 시각적 요소에 담긴 의미 분석 부분을 내포로 구분하여 시각 이미지의 의미를 분석하기 위해 어떠한 시각적 요소를 사용하였는지에 중점을 두어 분석하였다. 분석 결과 예비 초등 교사들 중 일부는 시각 이미지를 분석하는 것에 대한 의식이 부족하였다. 또 대부분의 예비 초등 교사들은 1차적으로 주목하게 되는 시각적 요소에만 집중하고 보다 간접적이고 은유적인 방식으로 의미를 전달하는 시각적 요소들의 활용은 부족한 것으로 드러났다.					0	0	0	0	0	0			1975-6186			KJD:ART001951665		
J	Farías, Miguel; Araya Seguel, Claudio								Alfabetización visual crítica y educación en lengua materna: estrategias metacognitivas en la comprensión lectora de textos multimodales	Critical visual literacy and education in mother tongue: Metacognitive strategies in the reading comprehension of multimodal texts							Colombian Applied Linguistics Journal				16	1			94	104		10.14483/udistrital.jour.calj.2014.1.a08					2014-01	2014	In the context of today's changing sociosemiotic landscape of discourse interactions, in this paper we outline a proposal for critical visual literacy of multimodal texts in language education. Two models are used to analyze a single text; the first one, Magariños (1991), offers the possibilities for thorough visual readings in nine relations that encompass form, existence and value. The other, a sociosemiotic model by Kress and van Leeuwen (1996), breaks down the visual space into four quadrants that account for the ideal, real, new and given dimensions in the design of multimodal discourse. Results indicate that Magariños' model proved to be more effective in exploring signs and their overarching cultural meanings, as constructed in multimodal texts. In turn, Kress and van Leeuwen's offered more possibilities for the analysis of the structure and organization underlying the design and text-image relations in multimodal texts. Through the application of these models it was possible to evaluate the pedagogical potential of critical visual literacy and its contribution to develop new competences that aim at both raising learners' critical thinking and fostering new strategies in language learning and teaching.	En el contexto del cambiante paisaje sociosemiótico de interacciones discursivas de hoy, en este trabajo esbozamos un programa de alfabetización visual crítica de textos multimodales para la educación en lenguas. Exponemos un análisis de un texto multimodal desde dos modelos semióticos y evaluamos sus posibilidades de exploración en procesos de significación. El primero, Magariños (1991), propone una amplia lectura visual a partir de nueve relaciones entre forma, existencia y valor; el segundo, Kress y van Leeuwen (1996), adscrito a la semiótica discursiva, descompone el espacio visual en áreas que articulan lo ideal, lo real, lo dado y lo nuevo en el diseño textual. Los resultados indican que el modelo de Magariños resulta más efectivo en la exploración de los signos y las amplias significaciones culturales plasmadas en los textos multimodales; en tanto, el de Kress y van Leeuwen ofrece mayores posibilidades de indagación de la estructura y organización del diseño y las relaciones entre texto imagen en textos multimodales. La aplicación de estos modelos permite evaluar las potencialidades didácticas de la alfabetización visual crítica y sus contribuciones al desarrollo tanto de nuevas competencias de pensamiento crítico de estudiantes como de innovadoras estrategias pedagógicas en la enseñanza y aprendizaje de lenguas.								1	0	0	0	0	1			0123-4641			SCIELO:S0123-46412014000100009		
